23,1074
37,5781
86,4336
119,4369
193,7091
294,0158
422,8409
582,5
775,0989
1002,647
1267,0368
1570,0677
1913,4591
2298,86
2727,8569
3201,9805
3722,7114
4291,4844
4909,6927
5578,6912
6299,7998
7074,3055
7903,4651
8788,5072
9730,6339
10731,0224
11790,8268
12911,178
14093,1901
15337,9517
16646,5367
18020
